TimeStamp,people_count
2019-12-04 02:58:00,85.0
2019-12-04 03:08:57,80.0
2019-12-04 03:19:54,53.0
2019-12-04 03:30:51,68.0
2019-12-04 03:41:48,96.0
2019-12-04 03:52:45,85.0
2019-12-04 04:03:42,70.0
2019-12-04 04:14:39,67.0
2019-12-04 04:25:36,77.0
2019-12-04 04:36:33,64.0
2019-12-04 04:47:30,91.0
2019-12-04 04:58:27,51.0
2019-12-04 05:09:24,86.0
2019-12-04 05:20:21,60.0
2019-12-04 05:31:18,72.0
2019-12-04 05:42:15,93.0
2019-12-04 05:53:12,90.0
2019-12-04 06:04:09,61.0
2019-12-04 06:15:06,52.0
2019-12-04 06:26:03,66.0
2019-12-04 06:37:00,82.0
2019-12-04 06:47:57,50.0
2019-12-04 06:58:54,88.0
2019-12-04 07:09:51,69.0
2019-12-04 07:20:48,96.0
2019-12-04 07:31:45,131.0
2019-12-04 07:42:42,0.0
2019-12-04 07:53:39,198.0
2019-12-04 08:04:36,413.0
2019-12-04 08:15:33,298.0
2019-12-04 08:26:30,530.0
2019-12-04 08:37:27,459.0
2019-12-04 08:48:24,598.0
2019-12-04 08:59:21,558.0
2019-12-04 09:10:18,646.0
2019-12-04 09:21:15,586.0
2019-12-04 09:32:12,744.0
2019-12-04 09:43:09,713.0
2019-12-04 09:54:06,827.0
2019-12-04 10:05:03,810.0
2019-12-04 10:16:00,787.0
2019-12-04 10:26:57,778.0
2019-12-04 10:37:54,866.0
2019-12-04 10:48:51,844.0
2019-12-04 10:59:48,714.0
2019-12-04 11:10:45,847.0
2019-12-04 11:21:42,1080.0
2019-12-04 11:32:39,982.0
2019-12-04 11:43:36,912.0
2019-12-04 11:54:33,1073.0
2019-12-04 12:05:30,1173.0
2019-12-04 12:16:27,1213.0
2019-12-04 12:27:24,1087.0
2019-12-04 12:38:21,1150.0
2019-12-04 12:49:18,1294.0
2019-12-04 13:00:15,1453.0
2019-12-04 13:11:12,1576.0
2019-12-04 13:22:09,1645.0
2019-12-04 13:33:06,1730.0
2019-12-04 13:44:03,1646.0
2019-12-04 13:55:00,1766.0
2019-12-04 14:05:57,1696.0
2019-12-04 14:16:54,1725.0
2019-12-04 14:27:51,2012.0
2019-12-04 14:38:48,1979.0
2019-12-04 14:49:45,2032.0
2019-12-04 15:00:42,1812.0
2019-12-04 15:11:39,2032.0
2019-12-04 15:22:36,1920.0
2019-12-04 15:33:33,1880.0
2019-12-04 15:44:30,1940.0
2019-12-04 15:55:27,2001.0
2019-12-04 16:06:24,1940.0
2019-12-04 16:17:21,2048.0
2019-12-04 16:28:18,2130.0
2019-12-04 16:39:15,1994.0
2019-12-04 16:50:12,1785.0
2019-12-04 17:01:09,1818.0
2019-12-04 17:12:06,1690.0
2019-12-04 17:23:03,1495.0
2019-12-04 17:34:00,1700.0
2019-12-04 17:44:57,1543.0
2019-12-04 17:55:54,1253.0
2019-12-04 18:06:51,1155.0
2019-12-04 18:17:48,1193.0
2019-12-04 18:28:45,1161.0
2019-12-04 18:39:42,1240.0
2019-12-04 18:50:39,1203.0
2019-12-04 19:01:36,1298.0
2019-12-04 19:12:33,1293.0
2019-12-04 19:23:30,1284.0
2019-12-04 19:34:27,1097.0
2019-12-04 19:45:24,1207.0
2019-12-04 19:56:21,1015.0
2019-12-04 20:07:18,941.0
2019-12-04 20:18:15,945.0
2019-12-04 20:29:12,887.0
2019-12-04 20:40:09,757.0
2019-12-04 20:51:06,486.0
2019-12-04 21:02:03,197.0
2019-12-04 21:13:00,232.0
2019-12-04 21:23:57,96.0
2019-12-04 21:34:54,74.0
2019-12-04 21:45:51,67.0
2019-12-04 21:56:48,87.0
2019-12-04 22:07:45,92.0
2019-12-04 22:18:42,90.0
2019-12-04 22:29:39,63.0
2019-12-04 22:40:36,80.0
2019-12-04 22:51:33,74.0
2019-12-04 23:02:30,52.0
2019-12-04 23:13:27,53.0
2019-12-04 23:24:24,80.0
2019-12-04 23:35:21,84.0
2019-12-04 23:46:18,93.0
2019-12-04 23:57:15,63.0
2019-12-05 00:08:12,98.0
2019-12-05 00:19:09,90.0
2019-12-05 00:30:06,58.0
2019-12-05 00:41:03,69.0
2019-12-05 00:52:00,81.0
2019-12-05 01:02:57,58.0
2019-12-05 01:13:54,76.0
2019-12-05 01:24:51,52.0
2019-12-05 01:35:48,53.0
2019-12-05 01:46:45,94.0
2019-12-05 01:57:42,64.0
2019-12-05 02:08:39,82.0
2019-12-05 02:19:36,54.0
2019-12-05 02:30:33,53.0
2019-12-05 02:41:30,95.0
2019-12-05 02:52:27,61.0
2019-12-05 03:03:24,72.0
2019-12-05 03:14:21,63.0
2019-12-05 03:25:18,95.0
2019-12-05 03:36:15,61.0
2019-12-05 03:47:12,66.0
2019-12-05 03:58:09,74.0
2019-12-05 04:09:06,79.0
2019-12-05 04:20:03,71.0
2019-12-05 04:31:00,96.0
2019-12-05 04:41:57,75.0
2019-12-05 04:52:54,66.0
2019-12-05 05:03:51,69.0
2019-12-05 05:14:48,83.0
2019-12-05 05:25:45,90.0
2019-12-05 05:36:42,82.0
2019-12-05 05:47:39,86.0
2019-12-05 05:58:36,56.0
2019-12-05 06:09:33,71.0
2019-12-05 06:20:30,81.0
2019-12-05 06:31:27,63.0
2019-12-05 06:42:24,57.0
2019-12-05 06:53:21,74.0
2019-12-05 07:04:18,65.0
2019-12-05 07:15:15,75.0
2019-12-05 07:26:12,63.0
2019-12-05 07:37:09,58.0
2019-12-05 07:48:06,105.0
2019-12-05 07:59:03,346.0
2019-12-05 08:10:00,369.0
2019-12-05 08:20:57,360.0
2019-12-05 08:31:54,317.0
2019-12-05 08:42:51,430.0
2019-12-05 08:53:48,516.0
2019-12-05 09:04:45,392.0
2019-12-05 09:15:42,645.0
2019-12-05 09:26:39,584.0
2019-12-05 09:37:36,720.0
2019-12-05 09:48:33,706.0
2019-12-05 09:59:30,698.0
2019-12-05 10:10:27,822.0
2019-12-05 10:21:24,812.0
2019-12-05 10:32:21,906.0
2019-12-05 10:43:18,849.0
2019-12-05 10:54:15,889.0
2019-12-05 11:05:12,934.0
2019-12-05 11:16:09,971.0
2019-12-05 11:27:06,1001.0
2019-12-05 11:38:03,1049.0
2019-12-05 11:49:00,1150.0
2019-12-05 11:59:57,1028.0
2019-12-05 12:10:54,1117.0
2019-12-05 12:21:51,1288.0
2019-12-05 12:32:48,1370.0
2019-12-05 12:43:45,1294.0
2019-12-05 12:54:42,1624.0
2019-12-05 13:05:39,1525.0
2019-12-05 13:16:36,1652.0
2019-12-05 13:27:33,1525.0
2019-12-05 13:38:30,1675.0
2019-12-05 13:49:27,1801.0
2019-12-05 14:00:24,1670.0
2019-12-05 14:11:21,1764.0
2019-12-05 14:22:18,1830.0
2019-12-05 14:33:15,2027.0
2019-12-05 14:44:12,1900.0
2019-12-05 14:55:09,1913.0
2019-12-05 15:06:06,1997.0
2019-12-05 15:17:03,1903.0
2019-12-05 15:28:00,1805.0
2019-12-05 15:38:57,1838.0
2019-12-05 15:49:54,1846.0
2019-12-05 16:00:51,1998.0
2019-12-05 16:11:48,1834.0
2019-12-05 16:22:45,1733.0
2019-12-05 16:33:42,1890.0
2019-12-05 16:44:39,1713.0
2019-12-05 16:55:36,1579.0
2019-12-05 17:06:33,1424.0
2019-12-05 17:17:30,1528.0
2019-12-05 17:28:27,1392.0
2019-12-05 17:39:24,1256.0
2019-12-05 17:50:21,1096.0
2019-12-05 18:01:18,1209.0
2019-12-05 18:12:15,1162.0
2019-12-05 18:23:12,1273.0
2019-12-05 18:34:09,1088.0
2019-12-05 18:45:06,1087.0
2019-12-05 18:56:03,1191.0
2019-12-05 19:07:00,994.0
2019-12-05 19:17:57,1025.0
2019-12-05 19:28:54,879.0
2019-12-05 19:39:51,865.0
2019-12-05 19:50:48,485.0
